Source,Target,Weight,Type
一灯大师,上官,1,Directed
一灯大师,丘处机,5,Directed
一灯大师,乔寨主,1,Directed
一灯大师,农夫,17,Directed
一灯大师,华筝,1,Directed
一灯大师,卫璧,2,Directed
一灯大师,吕文德,1,Directed
一灯大师,周伯通,28,Directed
一灯大师,哑巴,1,Directed
一灯大师,哑梢公,1,Directed
一灯大师,大汉,1,Directed
一灯大师,天竺僧,1,Directed
一灯大师,天竺僧人,3,Directed
一灯大师,完颜萍,2,Directed
一灯大师,小沙弥,3,Directed
一灯大师,小龙女,8,Directed
一灯大师,尹克西,1,Directed
一灯大师,尼摩星,3,Directed
一灯大师,张无忌,2,Directed
一灯大师,无色,1,Directed
一灯大师,明月,1,Directed
一灯大师,朱九真,2,Directed
一灯大师,朱子柳,13,Directed
一灯大师,朱长龄,1,Directed
一灯大师,李莫愁,5,Directed
一灯大师,杨康,3,Directed
一灯大师,杨过,36,Directed
一灯大师,柯镇恶,2,Directed
一灯大师,梅超风,1,Directed
一灯大师,欧阳克,3,Directed
一灯大师,武三娘,2,Directed
一灯大师,武三通,14,Directed
一灯大师,武修文,3,Directed
一灯大师,武敦儒,2,Directed
一灯大师,武青婴,2,Directed
一灯大师,汉子,2,Directed
一灯大师,洪七公,11,Directed
一灯大师,渔人,12,Directed
一灯大师,潇湘子,1,Directed
一灯大师,点苍渔隐,3,Directed
一灯大师,王处一,2,Directed
一灯大师,琴儿,1,Directed
一灯大师,穆念慈,1,Directed
一灯大师,老头子,1,Directed
一灯大师,耶律燕,3,Directed
一灯大师,耶律齐,5,Directed
一灯大师,裘千丈,1,Directed
一灯大师,裘千仞,13,Directed
一灯大师,裘千尺,6,Directed
一灯大师,觉远,1,Directed
一灯大师,觉远大师,1,Directed
一灯大师,达尔巴,2,Directed
一灯大师,郝大通,2,Directed
一灯大师,郭芙,4,Directed
一灯大师,郭襄,18,Directed
一灯大师,郭靖,50,Directed
一灯大师,金轮法王,4,Directed
一灯大师,陆乘风,1,Directed
一灯大师,陆无双,7,Directed
一灯大师,霍都,3,Directed
一灯大师,马钰,2,Directed
一灯大师,鲁有脚,4,Directed
一灯大师,黄药师,15,Directed
一灯大师,黄蓉,72,Directed
丁不三,丁不四,27,Directed
丁不三,何足道,1,Directed
丁不三,侍剑,1,Directed
丁不三,史小翠,1,Directed
丁不三,大悲老人,1,Directed
丁不三,大汉,1,Directed
丁不三,孙万年,1,Directed
丁不三,封万里,4,Directed
丁不三,小翠,1,Directed
丁不三,李万山,1,Directed
丁不三,柯万钧,1,Directed
丁不三,汉子,5,Directed
丁不三,白万剑,31,Directed
丁不三,白自在,3,Directed
丁不三,石中玉,1,Directed
丁不三,石清,7,Directed
丁不三,石破天,61,Directed
丁不三,米横野,1,Directed
丁不三,老不死,1,Directed
丁不三,耿万钟,2,Directed
丁不三,褚万春,1,Directed
丁不三,谢烟客,1,Directed
丁不三,贝海石,8,Directed
丁不三,闵柔,1,Directed
丁不三,闻万夫,1,Directed
丁不三,陈冲之,1,Directed
丁不四,丁不三,27,Directed
丁不四,史小翠,7,Directed
丁不四,吕正平,14,Directed
丁不四,大汉,3,Directed
丁不四,大苦,1,Directed
丁不四,天虚,1,Directed
丁不四,封万里,5,Directed
丁不四,小翠,9,Directed
丁不四,尤得胜,1,Directed
丁不四,张三,1,Directed
丁不四,李四,1,Directed
丁不四,梅文馨,7,Directed
丁不四,梅芳姑,9,Directed
丁不四,汉子,5,Directed
丁不四,王万仞,1,Directed
丁不四,白万剑,27,Directed
丁不四,白自在,16,Directed
丁不四,石中玉,3,Directed
丁不四,石清,9,Directed
丁不四,石破天,103,Directed
丁不四,耿万钟,1,Directed
丁不四,范一飞,13,Directed
丁不四,谢烟客,2,Directed
丁不四,贝海石,2,Directed
丁不四,闵柔,3,Directed
丁不四,风良,14,Directed
丁不四,高三娘子,15,Directed
丁不四,龙岛主,5,Directed
丁典,万圭,11,Directed
丁典,万震山,4,Directed
丁典,农夫,1,Directed
丁典,凌退思,12,Directed
丁典,凌霜华,1,Directed
丁典,周圻,15,Directed
丁典,大汉,8,Directed
丁典,宝象和尚,1,Directed
丁典,戚芳,4,Directed
丁典,戚长发,1,Directed
丁典,桃红,1,Directed
丁典,梅念笙,2,Directed
丁典,水笙,2,Directed
丁典,汉子,7,Directed
丁典,沈城,1,Directed
丁典,狄云,139,Directed
丁典,空心菜,1,Directed
丁典,花铁干,1,Directed
丁典,血刀老祖,2,Directed
丁典,言达平,2,Directed
丁典,铁匠,4,Directed
丁典,阿三,1,Directed
丁典,马大鸣,12,Directed
丁勉,丛不弃,3,Directed
丁勉,令狐冲,6,Directed
丁勉,任我行,1,Directed
丁勉,何足道,1,Directed
丁勉,冲虚道长,1,Directed
丁勉,刘正风,9,Directed
丁勉,向大年,2,Directed
丁勉,大汉,1,Directed
丁勉,定逸,2,Directed
丁勉,封不平,4,Directed
丁勉,岳不群,6,Directed
丁勉,岳灵珊,1,Directed
丁勉,左冷禅,7,Directed
丁勉,教长,1,Directed
丁勉,方证,1,Directed
丁勉,曲洋,3,Directed
丁勉,桃叶仙,2,Directed
丁勉,桃实仙,2,Directed
丁勉,桃干仙,4,Directed
丁勉,桃枝仙,4,Directed
丁勉,桃根仙,5,Directed
丁勉,桃花仙,3,Directed
丁勉,汉子,2,Directed
丁勉,狄修,1,Directed
丁勉,玉玑子,1,Directed
丁勉,米为义,1,Directed
丁勉,胖子,2,Directed
丁勉,莫大,1,Directed
丁勉,费彬,7,Directed
丁勉,陆伯,1,Directed
丁勉,风清扬,1,Directed
丁同,李三,2,Directed
丁同,李文秀,5,Directed
丁同,老头子,1,Directed
丁同,霍元龙,1,Directed
丁坚,丹青生,10,Directed
丁坚,令狐冲,15,Directed
丁坚,任我行,1,Directed
丁坚,向问天,6,Directed
丁坚,岳不群,1,Directed
丁坚,左冷禅,1,Directed
丁坚,方生,1,Directed
丁坚,施令威,8,Directed
丁坚,秃笔翁,8,Directed
丁坚,胖子,1,Directed
丁坚,风清扬,2,Directed
丁坚,鲍大楚,2,Directed
丁坚,黄钟公,2,Directed
丁坚,黑白子,10,Directed
丁大全,大汉,4,Directed
丁大全,宋五,1,Directed
丁大全,小王将军,2,Directed
丁大全,杨过,1,Directed
丁大全,汉子,1,Directed
丁大全,王惟忠,3,Directed
丁大全,郭襄,1,Directed
丁大全,陈大方,4,Directed
丁敏君,何太冲,4,Directed
丁敏君,俞岱岩,1,Directed
丁敏君,卫璧,3,Directed
丁敏君,吊死鬼,1,Directed
丁敏君,周芷若,23,Directed
丁敏君,宋远桥,2,Directed
丁敏君,宋青书,4,Directed
丁敏君,小昭,2,Directed
丁敏君,常遇春,5,Directed
丁敏君,张三丰,3,Directed
丁敏君,张无忌,37,Directed
丁敏君,张松溪,1,Directed
丁敏君,张翠山,2,Directed
丁敏君,彭莹玉,3,Directed
丁敏君,明月,1,Directed
丁敏君,曾柔,1,Directed
丁敏君,朱九真,1,Directed
丁敏君,杨不悔,5,Directed
丁敏君,杨过,1,Directed
丁敏君,杨逍,2,Directed
丁敏君,武烈,3,Directed
丁敏君,武青婴,3,Directed
丁敏君,殷梨亭,7,Directed
丁敏君,殷素素,1,Directed
丁敏君,汉子,2,Directed
丁敏君,灭绝师太,25,Directed
丁敏君,班淑娴,3,Directed
丁敏君,白龟寿,6,Directed
丁敏君,简捷,1,Directed
丁敏君,纪晓芙,30,Directed
丁敏君,胡青牛,2,Directed
丁敏君,范遥,1,Directed
丁敏君,莫声谷,1,Directed
丁敏君,谢逊,1,Directed
丁敏君,贝锦仪,7,Directed
丁敏君,赵敏,6,Directed
丁敏君,郭襄,2,Directed
丁敏君,金花婆婆,15,Directed
丁敏君,陈友谅,1,Directed
丁敏君,静玄师太,2,Directed
丁敏君,静虚师太,1,Directed
丁敏君,韦一笑,4,Directed
丁敏君,鹤笔翁,2,Directed
丁敏君,鹿杖客,1,Directed
丁春秋,不平道人,3,Directed
丁春秋,乌老大,5,Directed
丁春秋,乔峰,4,Directed
丁春秋,于八,1,Directed
丁春秋,何足道,1,Directed
丁春秋,全冠清,11,Directed
丁春秋,公冶乾,12,Directed
丁春秋,冯阿三,5,Directed
丁春秋,包不同,16,Directed
丁春秋,古笃诚,1,Directed
丁春秋,叶二娘,3,Directed
丁春秋,吴领军,2,Directed
丁春秋,哑巴,1,Directed
丁春秋,天狼子,1,Directed
丁春秋,崔百泉,1,Directed
丁春秋,巴天石,1,Directed
丁春秋,康广陵,12,Directed
丁春秋,慕容复,38,Directed
丁春秋,慧净,13,Directed
丁春秋,慧方,8,Directed
丁春秋,摘星子,2,Directed
丁春秋,无崖子,4,Directed
丁春秋,无色,1,Directed
丁春秋,朱丹臣,3,Directed
丁春秋,李傀儡,6,Directed
丁春秋,李秋水,3,Directed
丁春秋,桑土公,1,Directed
丁春秋,梅剑,2,Directed
丁春秋,梅剑和,1,Directed
丁春秋,梦姑,1,Directed
丁春秋,段延庆,13,Directed
丁春秋,段正淳,5,Directed
丁春秋,段誉,27,Directed
丁春秋,汉子,5,Directed
丁春秋,波罗星,1,Directed
丁春秋,游坦之,62,Directed
丁春秋,玄寂,2,Directed
丁春秋,玄慈,12,Directed
丁春秋,玄生,1,Directed
丁春秋,玄痛,7,Directed
丁春秋,玄苦,1,Directed
丁春秋,玄难,47,Directed
丁春秋,王语嫣,15,Directed
丁春秋,石清露,2,Directed
丁春秋,苏星河,46,Directed
丁春秋,苟读,1,Directed
丁春秋,范百龄,10,Directed
丁春秋,范骅,1,Directed
丁春秋,莫大,1,Directed
丁春秋,菊剑,5,Directed
丁春秋,薛慕华,27,Directed
丁春秋,虚竹,61,Directed
丁春秋,褚万里,1,Directed
丁春秋,说不得,1,Directed
丁春秋,车夫,3,Directed
丁春秋,邓百川,18,Directed
丁春秋,阮星竹,4,Directed
丁春秋,阿朱,2,Directed
丁春秋,阿紫,52,Directed
丁春秋,风波恶,13,Directed
丁游,刘培生,1,Directed
丁游,大汉,2,Directed
丁游,孟伯飞,2,Directed
丁游,孟铮,1,Directed
丁游,孟铸,1,Directed
丁游,归二娘,1,Directed
丁游,归辛树,1,Directed
丁游,梅剑和,1,Directed
丁游,洪胜海,1,Directed
丁游,焦公礼,1,Directed
丁游,程青竹,2,Directed
丁游,董开山,1,Directed
丁游,袁承志,3,Directed
丁游,郑起云,1,Directed
万圭,丁典,11,Directed
万圭,万震山,70,Directed
万圭,冯坦,5,Directed
万圭,凌退思,2,Directed
万圭,卜垣,12,Directed
万圭,吴坎,25,Directed
万圭,周圻,4,Directed
万圭,哑巴,1,Directed
万圭,大汉,1,Directed
万圭,孙均,5,Directed
万圭,戚芳,61,Directed
万圭,戚长发,9,Directed
万圭,教书先生,1,Directed
万圭,桃红,2,Directed
万圭,梅念笙,1,Directed
万圭,汉子,1,Directed
万圭,沈城,11,Directed
万圭,狄云,73,Directed
万圭,空心菜,12,Directed
万圭,老不死,1,Directed
万圭,老王,1,Directed
万圭,花铁干,4,Directed
万圭,言达平,10,Directed
万圭,说不得,1,Directed
万圭,鲁坤,9,Directed
万大平,刘正风,2,Directed
万大平,刘菁,1,Directed
万大平,史登达,2,Directed
万大平,汉子,1,Directed
万庆澜,上官,1,Directed
万庆澜,书僮,2,Directed
万庆澜,余鱼同,2,Directed
万庆澜,卫春华,7,Directed
万庆澜,吴国栋,1,Directed
万庆澜,周仲英,18,Directed
万庆澜,周大奶奶,1,Directed
万庆澜,周绮,9,Directed
万庆澜,周英杰,1,Directed
万庆澜,孟健雄,9,Directed
万庆澜,安健刚,7,Directed
万庆澜,宋善朋,1,Directed
万庆澜,张召重,2,Directed
万庆澜,徐天宏,8,Directed
万庆澜,心砚,3,Directed
万庆澜,成璜,2,Directed
万庆澜,文泰来,9,Directed
万庆澜,杨成协,7,Directed
万庆澜,瑞大林,2,Directed
万庆澜,石双英,4,Directed
万庆澜,章进,9,Directed
万庆澜,童兆和,10,Directed
万庆澜,胖子,1,Directed
万庆澜,蒋四根,3,Directed
万庆澜,言伯乾,1,Directed
万庆澜,赵半山,1,Directed
万庆澜,陆菲青,3,Directed
万庆澜,陈家洛,4,Directed
万庆澜,骆冰,8,Directed
万里风,何铁手,1,Directed
万里风,刘培生,2,Directed
万里风,梅剑和,3,Directed
万里风,洞玄,2,Directed
万里风,焦公礼,4,Directed
万里风,程青竹,1,Directed
万里风,袁承志,7,Directed
万里风,郑起云,4,Directed
万里风,闵子华,5,Directed
万震山,丁典,4,Directed
万震山,万圭,70,Directed
万震山,冯坦,4,Directed
万震山,凌退思,2,Directed
万震山,卜垣,9,Directed
万震山,吴坎,34,Directed
万震山,周圻,5,Directed
万震山,哑巴,1,Directed
万震山,大汉,4,Directed
万震山,孙均,6,Directed
万震山,戚芳,48,Directed
万震山,戚长发,29,Directed
万震山,教书先生,3,Directed
万震山,桃红,3,Directed
万震山,梅念笙,3,Directed
万震山,汉子,2,Directed
万震山,沈城,10,Directed
万震山,狄云,53,Directed
万震山,空心菜,7,Directed
万震山,老不死,1,Directed
万震山,花铁干,3,Directed
万震山,血刀老祖,1,Directed
万震山,言达平,30,Directed
万震山,说不得,1,Directed
万震山,鲁坤,15,Directed
上官,一灯大师,1,Directed
上官,万庆澜,1,Directed
上官,上官云,9,Directed
上官,上官毅山,1,Directed
上官,上官铁生,1,Directed
上官,丘处机,2,Directed
上官,东方不败,10,Directed
上官,令狐冲,7,Directed
上官,任我行,6,Directed
上官,余鱼同,2,Directed
上官,冯锡范,1,Directed
上官,冲虚,1,Directed
上官,冲虚道长,1,Directed
上官,包惜弱,1,Directed
上官,卫春华,2,Directed
上官,向问天,3,Directed
上官,吴三桂,1,Directed
上官,吴之荣,3,Directed
上官,吴应熊,1,Directed
上官,周仲英,1,Directed
上官,周伯通,1,Directed
上官,哑巴,1,Directed
上官,哑梢公,1,Directed
上官,大汉,1,Directed
上官,左冷禅,1,Directed
上官,张勇,1,Directed
上官,张召重,3,Directed
上官,张无忌,2,Directed
上官,徐天宏,1,Directed
上官,徐铮,1,Directed
上官,心砚,1,Directed
上官,慕天颜,2,Directed
上官,成璜,2,Directed
上官,文泰来,2,Directed
上官,文醉翁,1,Directed
上官,方怡,1,Directed
上官,方证,2,Directed
上官,施琅,1,Directed
上官,无常鬼,1,Directed
上官,明月,1,Directed
上官,明珠,1,Directed
上官,曹能,1,Directed
上官,曾铁鸥,1,Directed
上官,朱祖荫,1,Directed
上官,杨莲亭,2,Directed
上官,杨铁心,1,Directed
上官,桑飞虹,1,Directed
上官,段天德,2,Directed
上官,殷仲翔,1,Directed
上官,汉子,5,Directed
上官,汪铁鹗,2,Directed
上官,洪七公,2,Directed
上官,洪胜海,1,Directed
上官,渔人,1,Directed
上官,温仪,1,Directed
上官,温南扬,1,Directed
上官,温青,1,Directed
上官,王剑杰,1,Directed
上官,王剑英,1,Directed
上官,王进宝,1,Directed
上官,瑞大林,1,Directed
上官,祖千秋,1,Directed
上官,秦老五,1,Directed
上官,秦耐之,2,Directed
上官,程灵素,1,Directed
上官,空见,1,Directed
上官,章进,1,Directed
上官,童兆和,1,Directed
上官,童百熊,2,Directed
上官,老头子,1,Directed
上官,胡大哥,1,Directed
上官,胡斐,6,Directed
上官,蒋四根,1,Directed
上官,袁承志,2,Directed
上官,裘千丈,1,Directed
上官,裘千仞,4,Directed
上官,贾布,5,Directed
上官,赵敏,1,Directed
上官,赵良栋,2,Directed
上官,郭啸天,1,Directed
上官,郭玉堂,1,Directed
上官,郭靖,7,Directed
上官,陆菲青,1,Directed
上官,陆高轩,1,Directed
上官,陈家洛,4,Directed
上官,韦小宝,6,Directed
上官,马佑,2,Directed
上官,骆冰,2,Directed
上官,鲁有脚,1,Directed
上官,鳌拜,1,Directed
上官,黄蓉,6,Directed
上官,黎生,1,Directed
上官云,上官,9,Directed
上官云,不戒和尚,1,Directed
上官云,东方不败,31,Directed
上官云,于嫂,1,Directed
上官云,仇松年,1,Directed
上官云,令狐冲,31,Directed
上官云,仪清,1,Directed
上官云,仪琳,1,Directed
上官云,任我行,33,Directed
上官云,冲虚,4,Directed
上官云,冲虚道长,2,Directed
上官云,向问天,19,Directed
上官云,定逸,1,Directed
上官云,岳不群,4,Directed
上官云,岳灵珊,1,Directed
上官云,左冷禅,3,Directed
上官云,张夫人,1,Directed
上官云,方生,2,Directed
上官云,方证,6,Directed
上官云,杨莲亭,16,Directed
上官云,林平之,1,Directed
上官云,汉子,4,Directed
上官云,玉磬子,1,Directed
上官云,玉音子,1,Directed
上官云,田伯光,1,Directed
上官云,祖千秋,1,Directed
上官云,空见,1,Directed
上官云,童百熊,7,Directed
上官云,老头子,1,Directed
上官云,聋哑婆婆,1,Directed
上官云,莫大,1,Directed
上官云,贾布,11,Directed
上官云,鲍大楚,1,Directed
上官毅山,上官,1,Directed
上官毅山,余鱼同,5,Directed
上官毅山,兆惠,1,Directed
上官毅山,周仲英,1,Directed
上官毅山,哈合台,1,Directed
上官毅山,孙大善,3,Directed
上官毅山,彭三春,1,Directed
上官毅山,徐天宏,8,Directed
上官毅山,心砚,1,Directed
上官毅山,文泰来,4,Directed
上官毅山,木卓伦,1,Directed
上官毅山,章进,4,Directed
上官毅山,言伯乾,2,Directed
上官毅山,阎世章,1,Directed
上官毅山,陆菲青,1,Directed
上官毅山,陈家洛,6,Directed
上官毅山,霍青桐,1,Directed
上官毅山,顾金标,1,Directed
上官毅山,骆冰,4,Directed
上官虹,史仲俊,7,Directed
上官虹,李三,5,Directed
上官虹,陈达海,4,Directed
上官虹,霍元龙,4,Directed
上官铁生,上官,1,Directed
上官铁生,文醉翁,1,Directed
上官铁生,无常鬼,2,Directed
上官铁生,曾铁鸥,1,Directed
上官铁生,桑飞虹,9,Directed
上官铁生,汤沛,1,Directed
上官铁生,海兰弼,1,Directed
上官铁生,福康安,4,Directed
上官铁生,程灵素,2,Directed
上官铁生,胡斐,5,Directed
上官铁生,郭玉堂,2,Directed
不平道人,丁春秋,3,Directed
不平道人,乌老大,28,Directed
不平道人,乔峰,1,Directed
不平道人,公冶乾,2,Directed
不平道人,包不同,5,Directed
不平道人,卓不凡,2,Directed
不平道人,崔绿华,2,Directed
不平道人,慕容复,16,Directed
不平道人,慧方,1,Directed
不平道人,无崖子,4,Directed
不平道人,李秋水,1,Directed
不平道人,桑土公,3,Directed
不平道人,段正明,1,Directed
不平道人,段誉,10,Directed
不平道人,游坦之,1,Directed
不平道人,玄难,1,Directed
不平道人,王语嫣,8,Directed
不平道人,符敏仪,1,Directed
不平道人,胖子,2,Directed
不平道人,苏星河,3,Directed
不平道人,虚竹,14,Directed
不平道人,说不得,1,Directed
不平道人,邓百川,6,Directed
不平道人,阿紫,1,Directed
不平道人,风波恶,2,Directed
不戒和尚,上官云,1,Directed
不戒和尚,东方不败,2,Directed
不戒和尚,丹青生,2,Directed
不戒和尚,乐厚,2,Directed
不戒和尚,于嫂,2,Directed
不戒和尚,仇松年,2,Directed
不戒和尚,令狐冲,44,Directed
不戒和尚,仪和,3,Directed
不戒和尚,仪清,3,Directed
不戒和尚,仪琳,18,Directed
不戒和尚,任我行,5,Directed
不戒和尚,何足道,1,Directed
不戒和尚,余沧海,1,Directed
不戒和尚,冲虚道长,1,Directed
不戒和尚,劳德诺,1,Directed
不戒和尚,向问天,2,Directed
不戒和尚,哑婆婆,1,Directed
不戒和尚,定逸,1,Directed
不戒和尚,定静师太,1,Directed
不戒和尚,岳不群,11,Directed
不戒和尚,岳灵珊,9,Directed
不戒和尚,左冷禅,2,Directed
不戒和尚,平一指,5,Directed
不戒和尚,张夫人,1,Directed
不戒和尚,方生,3,Directed
不戒和尚,方证,2,Directed
不戒和尚,施戴子,1,Directed
不戒和尚,易国梓,1,Directed
不戒和尚,木高峰,1,Directed
不戒和尚,林平之,3,Directed
不戒和尚,林震南,1,Directed
不戒和尚,桃干仙,2,Directed
不戒和尚,桃根仙,2,Directed
不戒和尚,桃花仙,1,Directed
不戒和尚,梁发,1,Directed
不戒和尚,汉子,2,Directed
不戒和尚,狄修,2,Directed
不戒和尚,田伯光,20,Directed
不戒和尚,祖千秋,3,Directed
不戒和尚,秃笔翁,1,Directed
不戒和尚,绿竹翁,1,Directed
不戒和尚,老头子,1,Directed
不戒和尚,聋哑婆婆,1,Directed
不戒和尚,莫大,2,Directed
不戒和尚,觉月,1,Directed
不戒和尚,计无施,3,Directed
不戒和尚,说不得,1,Directed
不戒和尚,辛国梁,1,Directed
不戒和尚,郑萼,1,Directed
不戒和尚,陆大有,3,Directed
不戒和尚,鲍大楚,2,Directed
不戒和尚,黄国柏,1,Directed
不戒和尚,黄钟公,1,Directed
不戒和尚,黑白子,6,Directed
丑脸汉子,大悲老人,3,Directed
丑脸汉子,谢烟客,2,Directed
丑脸汉子,黄面道人,1,Directed
丘处机,一灯大师,5,Directed
丘处机,上官,2,Directed
丘处机,何足道,2,Directed
丘处机,侯通海,12,Directed
丘处机,全金发,19,Directed
丘处机,公孙止,1,Directed
丘处机,刘处玄,29,Directed
丘处机,包惜弱,16,Directed
丘处机,华筝,17,Directed
丘处机,南希仁,14,Directed
丘处机,博尔术,2,Directed
丘处机,周伯通,47,Directed
丘处机,大汉,1,Directed
丘处机,孙不二,29,Directed
丘处机,孙婆婆,6,Directed
丘处机,宋德方,3,Directed
丘处机,完颜洪烈,26,Directed
丘处机,完颜洪熙,1,Directed
丘处机,室里,1,Directed
丘处机,察合台,1,Directed
丘处机,小沙弥,2,Directed
丘处机,小龙女,34,Directed
丘处机,少妇,1,Directed
丘处机,尹克西,1,Directed
丘处机,尹志平,45,Directed
丘处机,崔志方,1,Directed
丘处机,张志光,1,Directed
丘处机,张阿生,19,Directed
丘处机,彭连虎,27,Directed
丘处机,彭长老,1,Directed
丘处机,忽必烈,2,Directed
丘处机,拖雷,8,Directed
丘处机,教长,2,Directed
丘处机,曲三,1,Directed
丘处机,札木合,2,Directed
丘处机,术赤,1,Directed
丘处机,朱子柳,1,Directed
丘处机,朱聪,50,Directed
丘处机,李志常,14,Directed
丘处机,李莫愁,15,Directed
丘处机,李萍,9,Directed
丘处机,杨康,31,Directed
丘处机,杨过,46,Directed
丘处机,杨铁心,31,Directed
丘处机,林朝英,1,Directed
丘处机,枯木,4,Directed
丘处机,柯镇恶,54,Directed
丘处机,桃红,1,Directed
丘处机,桑昆,2,Directed
丘处机,梁子翁,9,Directed
丘处机,梅超风,21,Directed
丘处机,欧阳克,8,Directed
丘处机,武三通,1,Directed
丘处机,段天德,19,Directed
丘处机,汉子,6,Directed
丘处机,沙通天,21,Directed
丘处机,洪七公,25,Directed
丘处机,潇湘子,1,Directed
丘处机,灵智上人,6,Directed
丘处机,焦木和尚,4,Directed
丘处机,王处一,75,Directed
丘处机,王志坦,5,Directed
丘处机,王罕,2,Directed
丘处机,王道,8,Directed
丘处机,申志凡,1,Directed
丘处机,瘦丐,1,Directed
丘处机,祁志诚,5,Directed
丘处机,程瑶迦,3,Directed
丘处机,穆念慈,23,Directed
丘处机,简长老,1,Directed
丘处机,老头子,2,Directed
丘处机,耶律楚材,4,Directed
丘处机,耶律齐,3,Directed
丘处机,胖丐,1,Directed
丘处机,胖子,5,Directed
丘处机,莫大,1,Directed
丘处机,萨多,1,Directed
丘处机,裘千丈,2,Directed
丘处机,裘千仞,11,Directed
丘处机,谭公,1,Directed
丘处机,谭处端,22,Directed
丘处机,赵志敬,27,Directed
丘处机,达尔巴,7,Directed
丘处机,郝大通,36,Directed
丘处机,郭啸天,14,Directed
丘处机,郭破虏,2,Directed
丘处机,郭芙,3,Directed
丘处机,郭襄,3,Directed
丘处机,郭靖,153,Directed
丘处机,都史,2,Directed
丘处机,金轮法王,2,Directed
丘处机,铁匠,1,Directed
丘处机,铁木真,3,Directed
丘处机,阿里,1,Directed
丘处机,陆乘风,2,Directed
丘处机,陆冠英,8,Directed
丘处机,陆无双,1,Directed
丘处机,陈玄风,4,Directed
丘处机,霍都,10,Directed
丘处机,韩宝驹,27,Directed
丘处机,韩小莹,25,Directed
丘处机,马钰,86,Directed
丘处机,鲁有脚,5,Directed
丘处机,鹿清笃,3,Directed
丘处机,黄药师,43,Directed
丘处机,黄蓉,55,Directed
丛不弃,丁勉,3,Directed
丛不弃,令狐冲,5,Directed
丛不弃,封不平,3,Directed
丛不弃,岳不群,2,Directed
丛不弃,汉子,1,Directed
丛不弃,风清扬,1,Directed
东方不败,上官,10,Directed
东方不败,上官云,31,Directed
东方不败,不戒和尚,2,Directed
东方不败,严三星,1,Directed
东方不败,丹青生,1,Directed
东方不败,乐厚,1,Directed
东方不败,仇松年,1,Directed
东方不败,令狐冲,90,Directed
东方不败,仪和,2,Directed
东方不败,仪清,2,Directed
东方不败,仪琳,8,Directed
东方不败,任我行,66,Directed
东方不败,余沧海,10,Directed
东方不败,冲虚,5,Directed
东方不败,冲虚道长,3,Directed
东方不败,刘正风,2,Directed
东方不败,劳德诺,1,Directed
东方不败,史登达,2,Directed
东方不败,向问天,36,Directed
东方不败,哑婆婆,1,Directed
东方不败,天门道人,1,Directed
东方不败,定逸,2,Directed
东方不败,定静师太,3,Directed
东方不败,岳不群,22,Directed
东方不败,岳灵珊,9,Directed
东方不败,左冷禅,18,Directed
东方不败,张夫人,1,Directed
东方不败,教长,1,Directed
东方不败,方生,1,Directed
东方不败,方证,11,Directed
东方不败,曲洋,1,Directed
东方不败,木高峰,3,Directed
东方不败,杨莲亭,32,Directed
东方不败,林平之,15,Directed
东方不败,林远图,1,Directed
东方不败,汉子,6,Directed
东方不败,游迅,1,Directed
东方不败,狄修,1,Directed
东方不败,玉灵道人,1,Directed
东方不败,田伯光,2,Directed
东方不败,祖千秋,4,Directed
东方不败,秃笔翁,1,Directed
东方不败,空见,1,Directed
东方不败,童百熊,19,Directed
东方不败,绿竹翁,2,Directed
东方不败,老头子,3,Directed
东方不败,莫大,3,Directed
东方不败,西宝,1,Directed
东方不败,计无施,1,Directed
东方不败,说不得,1,Directed
东方不败,费彬,3,Directed
东方不败,贾布,7,Directed
东方不败,郑萼,2,Directed
东方不败,鲍大楚,4,Directed
东方不败,黄钟公,2,Directed
东方不败,黑白子,2,Directed
严三星,东方不败,1,Directed
严三星,仇松年,8,Directed
严三星,令狐冲,10,Directed
严三星,何足道,1,Directed
严三星,余沧海,2,Directed
严三星,刘正风,1,Directed
严三星,司马大,1,Directed
严三星,岳不群,5,Directed
严三星,岳灵珊,1,Directed
严三星,左冷禅,1,Directed
严三星,张夫人,5,Directed
严三星,林平之,1,Directed
严三星,桃叶仙,1,Directed
严三星,桃干仙,1,Directed
严三星,桃枝仙,1,Directed
严三星,桃根仙,1,Directed
严三星,游迅,9,Directed
严三星,玉灵道人,9,Directed
严三星,祖千秋,1,Directed
严三星,老头子,1,Directed
严三星,西宝,5,Directed
严三星,计无施,1,Directed
严三星,黄伯流,1,Directed
严妈妈,段誉,12,Directed
严妈妈,汉子,1,Directed
严妈妈,王语嫣,12,Directed
严妈妈,阿朱,4,Directed
严妈妈,阿碧,3,Directed
丧门鬼,俏鬼,1,Directed
丧门鬼,催命鬼,2,Directed
丧门鬼,史仲猛,2,Directed
丧门鬼,史季强,1,Directed
丧门鬼,吊死鬼,1,Directed
丧门鬼,大头鬼,1,Directed
丧门鬼,笑脸鬼,2,Directed
丧门鬼,讨债鬼,1,Directed
中年武师,何思豪,1,Directed
中年武师,大汉,1,Directed
中年武师,孙伏虎,3,Directed
中年武师,尉迟连,1,Directed
中年武师,杨宾,4,Directed
中年武师,汉子,1,Directed
中年武师,胡斐,4,Directed
丹青生,丁坚,10,Directed
丹青生,不戒和尚,2,Directed
丹青生,东方不败,1,Directed
丹青生,令狐冲,64,Directed
丹青生,任我行,5,Directed
丹青生,向问天,33,Directed
丹青生,平一指,1,Directed
丹青生,方证,2,Directed
丹青生,施令威,6,Directed
